"","SiteID","PlotID","Biomass","new.names","GS_1C_mean","G_group"
"2166",30,3008,18.79,"Hemerocallis citrina",4.02,"Large"
"2167",61,6104,16.04,"Hemerocallis citrina",4.02,"Large"
"2168",48,4805,11.79,"Hemerocallis citrina",4.02,"Large"
"2169",2,206,0.1,"Hemerocallis citrina",4.02,"Large"
"2170",61,6106,22.57,"Hemerocallis citrina",4.02,"Large"
"2171",61,6102,5.61,"Heteropappus altaicus",1.785,"Large"
"2172",43,4304,0.72,"Heteropappus altaicus",1.785,"Large"
"2173",43,4310,0.07,"Heteropappus altaicus",1.785,"Large"
"2174",53,5307,2.4,"Heteropappus altaicus",1.785,"Large"
"2175",37,3704,4.5,"Heteropappus altaicus",1.785,"Large"
"2176",37,3710,1.05,"Heteropappus altaicus",1.785,"Large"
"2177",60,6002,3.44,"Heteropappus altaicus",1.785,"Large"
"2178",53,5302,0.95,"Heteropappus altaicus",1.785,"Large"
"2179",37,3705,5.35,"Heteropappus altaicus",1.785,"Large"
"2180",53,5306,0.12,"Heteropappus altaicus",1.785,"Large"
"2181",60,6007,3.55,"Heteropappus altaicus",1.785,"Large"
"2182",61,6104,7.11,"Heteropappus altaicus",1.785,"Large"
"2183",50,5002,1.51,"Heteropappus altaicus",1.785,"Large"
"2184",43,4302,2.42,"Heteropappus altaicus",1.785,"Large"
"2185",60,6006,8.82,"Heteropappus altaicus",1.785,"Large"
"2186",53,5303,0.11,"Heteropappus altaicus",1.785,"Large"
"2187",53,5304,0.25,"Heteropappus altaicus",1.785,"Large"
"2188",60,6001,4.42,"Heteropappus altaicus",1.785,"Large"
"2189",52,5201,0.17,"Heteropappus altaicus",1.785,"Large"
"2190",34,3406,0.59,"Heteropappus altaicus",1.785,"Large"
"2191",60,6008,7.46,"Heteropappus altaicus",1.785,"Large"
"2192",37,3701,0.32,"Heteropappus altaicus",1.785,"Large"
"2193",30,3007,0.34,"Heteropappus altaicus",1.785,"Large"
"2194",31,3103,2.13,"Kalimeris hispida",1.786,"Large"
"2195",64,6408,15.22,"Kalimeris hispida",1.786,"Large"
"2196",39,3901,16.41,"Kalimeris hispida",1.786,"Large"
"2197",30,3008,1.04,"Kalimeris hispida",1.786,"Large"
"2198",39,3905,0.61,"Kalimeris hispida",1.786,"Large"
"2199",52,5202,2.16,"Kalimeris hispida",1.786,"Large"
"2200",43,4306,0.1,"Kalimeris hispida",1.786,"Large"
"2201",60,6005,4.07,"Kalimeris hispida",1.786,"Large"
"2202",51,5106,0.56,"Kalimeris hispida",1.786,"Large"
"2203",64,6406,1.41,"Kalimeris hispida",1.786,"Large"
"2204",50,5010,0.75,"Kalimeris hispida",1.786,"Large"
"2205",53,5305,7.62,"Kalimeris hispida",1.786,"Large"
"2206",44,4405,0.18,"Kalimeris hispida",1.786,"Large"
"2207",52,5208,4.11,"Kalimeris hispida",1.786,"Large"
"2208",43,4305,1.12,"Kalimeris hispida",1.786,"Large"
"2209",31,3107,0.48,"Kalimeris hispida",1.786,"Large"
"2210",37,3703,1.5,"Kalimeris hispida",1.786,"Large"
"2211",2,206,0.14,"Kalimeris hispida",1.786,"Large"
"2212",64,6401,27.62,"Kalimeris hispida",1.786,"Large"
"2213",51,5110,11.92,"Kalimeris hispida",1.786,"Large"
"2214",54,5405,0.65,"Kalimeris hispida",1.786,"Large"
"2215",2,210,0.41,"Kalimeris hispida",1.786,"Large"
"2216",38,3805,2.43,"Kalimeris hispida",1.786,"Large"
"2217",60,6010,4.41,"Kalimeris hispida",1.786,"Large"
"2218",64,6409,37.28,"Kalimeris hispida",1.786,"Large"
"2219",53,5310,0.92,"Kalimeris hispida",1.786,"Large"
"2220",56,5605,0.77,"Kalimeris hispida",1.786,"Large"
"2221",39,3910,6.43,"Kalimeris hispida",1.786,"Large"
"2222",48,4806,0.35,"Iris dichotoma",3.47,"Large"
"2223",60,6009,0.85,"Iris dichotoma",3.47,"Large"
"2224",60,6004,2.95,"Iris dichotoma",3.47,"Large"
"2225",60,6006,1.69,"Iris dichotoma",3.47,"Large"
"2226",60,6007,1.16,"Iris dichotoma",3.47,"Large"
"2227",61,6107,19.29,"Iris dichotoma",3.47,"Large"
"2228",51,5110,2.03,"Iris dichotoma",3.47,"Large"
"2229",60,6001,1.82,"Iris dichotoma",3.47,"Large"
"2230",60,6002,3.71,"Iris dichotoma",3.47,"Large"
"2231",60,6005,0.54,"Iris dichotoma",3.47,"Large"
"2232",61,6105,2.92,"Iris lactea",5.97,"Large"
"2233",52,5210,1.76,"Iris lactea",5.97,"Large"
"2234",34,3401,0.35,"Iris lactea",5.97,"Large"
"2235",52,5206,0.78,"Iris lactea",5.97,"Large"
"2236",48,4801,0.42,"Iris lactea",5.97,"Large"
"2237",51,5108,0.27,"Iris lactea",5.97,"Large"
"2238",51,5103,0.23,"Iris lactea",5.97,"Large"
"2239",51,5106,0.23,"Iris lactea",5.97,"Large"
"2240",52,5203,2.35,"Iris lactea",5.97,"Large"
"2241",51,5110,1.08,"Iris lactea",5.97,"Large"
"2242",61,6103,2,"Iris lactea",5.97,"Large"
"2243",61,6101,1.24,"Iris lactea",5.97,"Large"
"2244",61,6108,19.52,"Iris lactea",5.97,"Large"
"2245",48,4810,1.12,"Iris lactea",5.97,"Large"
"2246",61,6109,15.8,"Iris lactea",5.97,"Large"
"2247",50,5008,0.85,"Iris tectorum",10.065,"Large"
"2248",58,5809,0.02,"Iris tectorum",10.065,"Large"
"2249",48,4809,1.3,"Iris tectorum",10.065,"Large"
"2250",61,6102,5.64,"Iris tectorum",10.065,"Large"
"2251",58,5803,0.09,"Iris tectorum",10.065,"Large"
"2252",52,5202,1.4,"Iris tectorum",10.065,"Large"
"2253",45,4507,4.31,"Iris tectorum",10.065,"Large"
"2254",61,6101,0.18,"Iris tectorum",10.065,"Large"
"2255",43,4303,1.36,"Iris tectorum",10.065,"Large"
"2256",59,5909,1.23,"Iris tectorum",10.065,"Large"
"2257",59,5903,1.11,"Iris tectorum",10.065,"Large"
"2258",33,3303,0.32,"Iris tectorum",10.065,"Large"
"2259",32,3203,0.08,"Iris tectorum",10.065,"Large"
"2260",37,3703,6,"Iris tectorum",10.065,"Large"
"2261",51,5107,0.45,"Iris tectorum",10.065,"Large"
"2262",61,6103,0.27,"Iris tectorum",10.065,"Large"
"2263",54,5404,0.34,"Iris tectorum",10.065,"Large"
"2264",33,3308,0.32,"Iris tectorum",10.065,"Large"
"2265",59,5905,0.16,"Iris tenuifolia",3.57,"Large"
"2266",57,5707,1.15,"Iris tenuifolia",3.57,"Large"
"2267",55,5501,0.9,"Iris tenuifolia",3.57,"Large"
"2268",45,4506,0.47,"Iris tenuifolia",3.57,"Large"
"2269",54,5402,0.91,"Iris tenuifolia",3.57,"Large"
"2270",48,4803,0.78,"Iris tenuifolia",3.57,"Large"
"2271",55,5510,0.34,"Iris tenuifolia",3.57,"Large"
"2272",49,4901,1.17,"Iris tenuifolia",3.57,"Large"
"2273",58,5810,1.46,"Iris tenuifolia",3.57,"Large"
"2274",55,5505,0.98,"Iris tenuifolia",3.57,"Large"
"2275",58,5807,0.93,"Iris tenuifolia",3.57,"Large"
"2276",59,5904,0.19,"Iris tenuifolia",3.57,"Large"
"2277",43,4305,1.22,"Iris tenuifolia",3.57,"Large"
"2278",43,4306,0.85,"Iris tenuifolia",3.57,"Large"
"2279",37,3701,0.39,"Iris tenuifolia",3.57,"Large"
"2280",58,5805,0.26,"Iris tenuifolia",3.57,"Large"
"2281",58,5802,1.69,"Iris tenuifolia",3.57,"Large"
"2282",37,3708,1.28,"Iris tenuifolia",3.57,"Large"
"2283",59,5902,0.41,"Iris tenuifolia",3.57,"Large"
"2284",62,6206,1.23,"Ixeris polycephala",1.745,"Large"
"2285",61,6110,2.23,"Ixeris polycephala",1.745,"Large"
"2286",40,4004,9.86,"Ixeris polycephala",1.745,"Large"
"2287",65,6501,15.74,"Ixeris polycephala",1.745,"Large"
"2288",65,6502,50.45,"Ixeris polycephala",1.745,"Large"
"2289",65,6508,4.61,"Ixeris polycephala",1.745,"Large"
"2290",61,6105,0.4,"Ixeris polycephala",1.745,"Large"
"2291",52,5202,3.41,"Ixeris polycephala",1.745,"Large"
"2292",36,3609,0.4,"Ixeris polycephala",1.745,"Large"
"2293",34,3404,0.35,"Ixeris polycephala",1.745,"Large"
"2294",38,3807,1.42,"Bassia prostrata",0.855,"Small"
"2295",44,4404,17.95,"Bassia prostrata",0.855,"Small"
"2296",53,5309,1.63,"Bassia prostrata",0.855,"Small"
"2297",61,6105,3.37,"Bassia prostrata",0.855,"Small"
"2298",45,4510,3.91,"Bassia prostrata",0.855,"Small"
"2299",41,4104,23.67,"Bassia prostrata",0.855,"Small"
"2300",45,4504,26.03,"Bassia prostrata",0.855,"Small"
"2301",53,5302,7.14,"Bassia prostrata",0.855,"Small"
"2302",37,3709,1.25,"Bassia prostrata",0.855,"Small"
"2303",39,3902,10.75,"Bassia prostrata",0.855,"Small"
"2304",49,4903,3.81,"Bassia prostrata",0.855,"Small"
"2305",45,4506,16.52,"Bassia prostrata",0.855,"Small"
"2306",45,4505,8.28,"Bassia prostrata",0.855,"Small"
"2307",43,4302,3.67,"Bassia prostrata",0.855,"Small"
"2308",42,4201,0.84,"Bassia prostrata",0.855,"Small"
"2309",38,3808,0.08,"Bassia prostrata",0.855,"Small"
"2310",41,4105,18.56,"Bassia prostrata",0.855,"Small"
"2311",44,4405,1.21,"Bassia prostrata",0.855,"Small"
"2312",41,4106,10.34,"Bassia prostrata",0.855,"Small"
"2313",44,4409,0.6,"Bassia prostrata",0.855,"Small"
"2314",41,4107,6.01,"Bassia prostrata",0.855,"Small"
"2315",45,4503,21.61,"Bassia prostrata",0.855,"Small"
"2316",44,4407,9.55,"Bassia prostrata",0.855,"Small"
"2317",41,4101,16.47,"Bassia prostrata",0.855,"Small"
"2318",41,4102,7.26,"Bassia prostrata",0.855,"Small"
"2319",45,4502,35.49,"Bassia prostrata",0.855,"Small"
"2320",38,3804,1.64,"Bassia prostrata",0.855,"Small"
"2321",44,4402,31.94,"Bassia prostrata",0.855,"Small"
"2322",45,4501,71.26,"Bassia prostrata",0.855,"Small"
"2323",39,3903,3.62,"Bassia prostrata",0.855,"Small"
"2324",60,6007,0.45,"Koeleria pyramidata",2.81,"Large"
"2325",58,5809,11.58,"Koeleria pyramidata",2.81,"Large"
"2326",48,4801,4.43,"Koeleria pyramidata",2.81,"Large"
"2327",60,6006,0.97,"Koeleria pyramidata",2.81,"Large"
"2328",53,5303,5.57,"Koeleria pyramidata",2.81,"Large"
"2329",55,5503,1.14,"Koeleria pyramidata",2.81,"Large"
"2330",53,5309,1.82,"Koeleria pyramidata",2.81,"Large"
"2331",49,4910,0.05,"Koeleria pyramidata",2.81,"Large"
"2332",57,5708,1.7,"Koeleria pyramidata",2.81,"Large"
"2333",58,5802,7.18,"Koeleria pyramidata",2.81,"Large"
"2334",52,5205,3.84,"Koeleria pyramidata",2.81,"Large"
"2335",53,5302,10.15,"Koeleria pyramidata",2.81,"Large"
"2336",58,5806,11.17,"Koeleria pyramidata",2.81,"Large"
"2337",55,5509,1.09,"Koeleria pyramidata",2.81,"Large"
"2338",58,5801,13.45,"Koeleria pyramidata",2.81,"Large"
"2339",1,105,18.67,"Koeleria pyramidata",2.81,"Large"
"2340",58,5807,9.68,"Koeleria pyramidata",2.81,"Large"
"2341",52,5202,22.55,"Koeleria pyramidata",2.81,"Large"
"2342",1,109,9.93,"Koeleria pyramidata",2.81,"Large"
"2343",2,205,8.96,"Koeleria pyramidata",2.81,"Large"
"2344",58,5805,10.24,"Koeleria pyramidata",2.81,"Large"
"2345",55,5502,4.63,"Koeleria pyramidata",2.81,"Large"
"2346",58,5804,2.11,"Koeleria pyramidata",2.81,"Large"
"2347",55,5505,1.42,"Koeleria pyramidata",2.81,"Large"
"2348",59,5902,1.25,"Koeleria pyramidata",2.81,"Large"
"2349",59,5904,1.07,"Koeleria pyramidata",2.81,"Large"
"2350",48,4804,0.88,"Koeleria pyramidata",2.81,"Large"
"2351",2,201,1.19,"Koeleria pyramidata",2.81,"Large"
"2352",57,5706,0.2,"Koeleria pyramidata",2.81,"Large"
"2353",53,5310,5.52,"Koeleria pyramidata",2.81,"Large"
"2354",53,5308,3.81,"Koeleria pyramidata",2.81,"Large"
"2355",1,110,17.75,"Koeleria pyramidata",2.81,"Large"
"2356",52,5206,14.35,"Koeleria pyramidata",2.81,"Large"
"2357",1,107,16.24,"Koeleria pyramidata",2.81,"Large"
"2358",49,4907,1.83,"Koeleria pyramidata",2.81,"Large"
"2359",33,3305,0.52,"Koeleria pyramidata",2.81,"Large"
"2360",48,4805,12.11,"Koeleria pyramidata",2.81,"Large"
"2361",59,5901,2.63,"Koeleria pyramidata",2.81,"Large"
"2362",57,5710,18.62,"Koeleria pyramidata",2.81,"Large"
"2363",53,5304,3.21,"Koeleria pyramidata",2.81,"Large"
"2364",48,4802,3.21,"Koeleria pyramidata",2.81,"Large"
"2365",60,6001,0.62,"Koeleria pyramidata",2.81,"Large"
"2366",1,108,15.72,"Koeleria pyramidata",2.81,"Large"
"2367",50,5007,4.42,"Koeleria pyramidata",2.81,"Large"
"2368",1,106,20.91,"Koeleria pyramidata",2.81,"Large"
"2369",53,5301,7.26,"Koeleria pyramidata",2.81,"Large"
"2370",54,5410,1.56,"Koeleria pyramidata",2.81,"Large"
"2371",50,5010,5.64,"Koeleria pyramidata",2.81,"Large"
"2372",53,5307,2.61,"Koeleria pyramidata",2.81,"Large"
"2373",50,5002,9.39,"Koeleria pyramidata",2.81,"Large"
"2374",52,5208,2.88,"Koeleria pyramidata",2.81,"Large"
"2375",54,5405,2.13,"Koeleria pyramidata",2.81,"Large"
"2376",59,5910,1.9,"Koeleria pyramidata",2.81,"Large"
"2377",59,5907,4.07,"Koeleria pyramidata",2.81,"Large"
"2378",55,5504,2.11,"Koeleria pyramidata",2.81,"Large"
"2379",57,5709,1.31,"Koeleria pyramidata",2.81,"Large"
"2380",52,5210,7.65,"Koeleria pyramidata",2.81,"Large"
"2381",50,5005,10.62,"Koeleria pyramidata",2.81,"Large"
"2382",49,4908,3.14,"Koeleria pyramidata",2.81,"Large"
"2383",61,6105,0.53,"Koeleria pyramidata",2.81,"Large"
"2384",52,5207,1.81,"Koeleria pyramidata",2.81,"Large"
"2385",48,4809,2.84,"Koeleria pyramidata",2.81,"Large"
"2386",48,4803,2.83,"Koeleria pyramidata",2.81,"Large"
"2387",59,5906,2.3,"Koeleria pyramidata",2.81,"Large"
"2388",59,5903,3.65,"Koeleria pyramidata",2.81,"Large"
"2389",50,5006,6.75,"Koeleria pyramidata",2.81,"Large"
"2390",50,5001,3.12,"Koeleria pyramidata",2.81,"Large"
"2391",49,4904,2.78,"Koeleria pyramidata",2.81,"Large"
"2392",58,5803,7.32,"Koeleria pyramidata",2.81,"Large"
"2393",49,4906,1.09,"Koeleria pyramidata",2.81,"Large"
"2394",54,5404,7.32,"Koeleria pyramidata",2.81,"Large"
"2395",32,3210,0.79,"Koeleria pyramidata",2.81,"Large"
"2396",58,5808,13.55,"Koeleria pyramidata",2.81,"Large"
"2397",48,4810,6.15,"Koeleria pyramidata",2.81,"Large"
"2398",2,204,0.81,"Koeleria pyramidata",2.81,"Large"
"2399",55,5501,0.57,"Koeleria pyramidata",2.81,"Large"
"2400",1,104,4.18,"Koeleria pyramidata",2.81,"Large"
"2401",52,5201,3.71,"Koeleria pyramidata",2.81,"Large"
"2402",59,5909,1.85,"Koeleria pyramidata",2.81,"Large"
"2403",61,6101,4.71,"Koeleria pyramidata",2.81,"Large"
"2404",48,4808,0.09,"Koeleria pyramidata",2.81,"Large"
"2405",49,4902,2.08,"Koeleria pyramidata",2.81,"Large"
"2406",50,5003,17.18,"Koeleria pyramidata",2.81,"Large"
"2407",48,4807,2.83,"Koeleria pyramidata",2.81,"Large"
"2408",60,6005,7.8,"Koeleria pyramidata",2.81,"Large"
"2409",59,5908,0.78,"Koeleria pyramidata",2.81,"Large"
"2410",48,4806,20.34,"Koeleria pyramidata",2.81,"Large"
"2411",49,4901,0.25,"Koeleria pyramidata",2.81,"Large"
"2412",60,6008,0.38,"Koeleria pyramidata",2.81,"Large"
"2413",2,203,8.26,"Lappula myosotis",0.41,"Small"
"2414",2,209,0.36,"Lappula myosotis",0.41,"Small"
"2415",51,5106,0.81,"Lappula myosotis",0.41,"Small"
"2416",2,207,0.08,"Lappula myosotis",0.41,"Small"
"2417",51,5101,0.07,"Lappula myosotis",0.41,"Small"
"2418",51,5109,5.78,"Lappula myosotis",0.41,"Small"
"2419",45,4503,0.06,"Lappula myosotis",0.41,"Small"
"2420",2,201,0.47,"Lappula myosotis",0.41,"Small"
"2421",66,6604,5.04,"Lappula myosotis",0.41,"Small"
"2422",51,5106,2.99,"Leonurus japonicus",0.6,"Small"
"2423",51,5101,2.35,"Leonurus japonicus",0.6,"Small"
"2424",52,5203,0.28,"Lepidium apetalum",0.51,"Small"
"2425",51,5106,0.17,"Lepidium apetalum",0.51,"Small"
"2426",51,5105,4.01,"Lespedeza bicolor",1.405,"Small"
"2427",50,5004,1.69,"Lespedeza bicolor",1.405,"Small"
"2428",66,6605,12.76,"Lespedeza bicolor",1.405,"Small"
"2429",52,5210,4.17,"Lespedeza bicolor",1.405,"Small"
"2430",64,6409,13.36,"Lespedeza bicolor",1.405,"Small"
"2431",50,5010,2.39,"Lespedeza bicolor",1.405,"Small"
"2432",64,6405,0.43,"Lespedeza bicolor",1.405,"Small"
"2433",51,5108,18.39,"Lespedeza bicolor",1.405,"Small"
"2434",50,5003,0.89,"Lespedeza bicolor",1.405,"Small"
"2435",50,5005,0.78,"Lespedeza bicolor",1.405,"Small"
"2436",51,5110,11.58,"Lespedeza bicolor",1.405,"Small"
"2437",66,6601,4.93,"Lespedeza potaninii",1.14,"Small"
"2438",50,5006,0.33,"Lespedeza potaninii",1.14,"Small"
"2439",51,5107,4.71,"Lespedeza potaninii",1.14,"Small"
"2440",50,5001,2.16,"Lespedeza potaninii",1.14,"Small"
"2441",61,6101,57.33,"Lespedeza potaninii",1.14,"Small"
"2442",53,5302,7.5,"Leymus chinensis",9.35,"Large"
"2443",45,4505,0.84,"Leymus chinensis",9.35,"Large"
"2444",65,6508,157.03,"Leymus chinensis",9.35,"Large"
"2445",61,6101,4.99,"Leymus chinensis",9.35,"Large"
"2446",62,6207,167.89,"Leymus chinensis",9.35,"Large"
"2447",52,5206,68.06,"Leymus chinensis",9.35,"Large"
"2448",54,5406,2.26,"Leymus chinensis",9.35,"Large"
"2449",55,5506,22.16,"Leymus chinensis",9.35,"Large"
"2450",62,6202,151.94,"Leymus chinensis",9.35,"Large"
"2451",52,5207,12.54,"Leymus chinensis",9.35,"Large"
"2452",62,6210,159.81,"Leymus chinensis",9.35,"Large"
"2453",47,4706,13.82,"Leymus chinensis",9.35,"Large"
"2454",51,5107,54.17,"Leymus chinensis",9.35,"Large"
"2455",62,6208,210.98,"Leymus chinensis",9.35,"Large"
"2456",59,5910,12.12,"Leymus chinensis",9.35,"Large"
"2457",62,6206,201.89,"Leymus chinensis",9.35,"Large"
"2458",54,5405,3.44,"Leymus chinensis",9.35,"Large"
"2459",47,4702,12.01,"Leymus chinensis",9.35,"Large"
"2460",60,6010,5.32,"Leymus chinensis",9.35,"Large"
"2461",44,4401,46.81,"Leymus chinensis",9.35,"Large"
"2462",49,4907,6.47,"Leymus chinensis",9.35,"Large"
"2463",51,5110,87.42,"Leymus chinensis",9.35,"Large"
"2464",50,5004,54.67,"Leymus chinensis",9.35,"Large"
"2465",53,5303,85.65,"Leymus chinensis",9.35,"Large"
"2466",47,4703,45.81,"Leymus chinensis",9.35,"Large"
"2467",54,5402,2.98,"Leymus chinensis",9.35,"Large"
"2468",57,5710,33.97,"Leymus chinensis",9.35,"Large"
"2469",46,4610,4.1,"Leymus chinensis",9.35,"Large"
"2470",50,5008,71.94,"Leymus chinensis",9.35,"Large"
"2471",53,5306,4.41,"Leymus chinensis",9.35,"Large"
"2472",45,4502,63.47,"Leymus chinensis",9.35,"Large"
"2473",47,4704,31.35,"Leymus chinensis",9.35,"Large"
"2474",53,5310,15.68,"Leymus chinensis",9.35,"Large"
"2475",47,4705,14.65,"Leymus chinensis",9.35,"Large"
"2476",61,6107,31.84,"Leymus chinensis",9.35,"Large"
"2477",53,5304,5.97,"Leymus chinensis",9.35,"Large"
"2478",1,110,29.13,"Leymus chinensis",9.35,"Large"
"2479",44,4406,64.8,"Leymus chinensis",9.35,"Large"
"2480",59,5909,6.53,"Leymus chinensis",9.35,"Large"
"2481",56,5601,12.46,"Leymus chinensis",9.35,"Large"
"2482",48,4810,163.12,"Leymus chinensis",9.35,"Large"
"2483",62,6209,187.2,"Leymus chinensis",9.35,"Large"
"2484",64,6402,143.38,"Leymus chinensis",9.35,"Large"
"2485",52,5204,14.92,"Leymus chinensis",9.35,"Large"
"2486",52,5210,11.79,"Leymus chinensis",9.35,"Large"
"2487",59,5907,25.46,"Leymus chinensis",9.35,"Large"
"2488",45,4507,45.09,"Leymus chinensis",9.35,"Large"
"2489",52,5209,30.98,"Leymus chinensis",9.35,"Large"
"2490",50,5010,28.38,"Leymus chinensis",9.35,"Large"
"2491",50,5001,49.71,"Leymus chinensis",9.35,"Large"
"2492",48,4805,6.18,"Leymus chinensis",9.35,"Large"
"2493",55,5510,1.14,"Leymus chinensis",9.35,"Large"
"2494",56,5610,17.63,"Leymus chinensis",9.35,"Large"
"2495",60,6007,6.48,"Leymus chinensis",9.35,"Large"
"2496",64,6403,42.49,"Leymus chinensis",9.35,"Large"
"2497",53,5307,2.42,"Leymus chinensis",9.35,"Large"
"2498",52,5208,144.64,"Leymus chinensis",9.35,"Large"
"2499",52,5202,8.37,"Leymus chinensis",9.35,"Large"
"2500",64,6406,149.49,"Leymus chinensis",9.35,"Large"
"2501",44,4409,18.33,"Leymus chinensis",9.35,"Large"
"2502",59,5908,22.09,"Leymus chinensis",9.35,"Large"
"2503",56,5609,23.41,"Leymus chinensis",9.35,"Large"
"2504",49,4906,8.7,"Leymus chinensis",9.35,"Large"
"2505",53,5308,2.51,"Leymus chinensis",9.35,"Large"
"2506",53,5309,4.66,"Leymus chinensis",9.35,"Large"
"2507",65,6502,135.93,"Leymus chinensis",9.35,"Large"
"2508",60,6008,12.1,"Leymus chinensis",9.35,"Large"
"2509",48,4809,5.16,"Leymus chinensis",9.35,"Large"
"2510",51,5102,171.29,"Leymus chinensis",9.35,"Large"
"2511",61,6103,34.16,"Leymus chinensis",9.35,"Large"
"2512",48,4806,25.14,"Leymus chinensis",9.35,"Large"
"2513",44,4408,11.13,"Leymus chinensis",9.35,"Large"
"2514",50,5005,56.35,"Leymus chinensis",9.35,"Large"
"2515",57,5701,39.92,"Leymus chinensis",9.35,"Large"
"2516",61,6108,1.72,"Leymus chinensis",9.35,"Large"
"2517",64,6401,108.3,"Leymus chinensis",9.35,"Large"
"2518",48,4807,47.54,"Leymus chinensis",9.35,"Large"
"2519",61,6109,16.46,"Leymus chinensis",9.35,"Large"
"2520",55,5505,1.36,"Leymus chinensis",9.35,"Large"
"2521",52,5205,81.94,"Leymus chinensis",9.35,"Large"
"2522",65,6501,113.06,"Leymus chinensis",9.35,"Large"
"2523",59,5903,3.49,"Leymus chinensis",9.35,"Large"
"2524",48,4804,4.98,"Leymus chinensis",9.35,"Large"
"2525",56,5603,22.83,"Leymus chinensis",9.35,"Large"
"2526",50,5007,31.67,"Leymus chinensis",9.35,"Large"
"2527",46,4602,1.67,"Leymus chinensis",9.35,"Large"
"2528",60,6006,4.14,"Leymus chinensis",9.35,"Large"
"2529",62,6204,125.34,"Leymus chinensis",9.35,"Large"
"2530",56,5604,30.91,"Leymus chinensis",9.35,"Large"
"2531",57,5704,2.64,"Leymus chinensis",9.35,"Large"
"2532",48,4808,45.12,"Leymus chinensis",9.35,"Large"
"2533",57,5703,9.64,"Leymus chinensis",9.35,"Large"
"2534",44,4407,38.41,"Leymus chinensis",9.35,"Large"
"2535",55,5508,33.06,"Leymus chinensis",9.35,"Large"
"2536",48,4803,10.96,"Leymus chinensis",9.35,"Large"
"2537",55,5509,0.24,"Leymus chinensis",9.35,"Large"
"2538",45,4508,77.33,"Leymus chinensis",9.35,"Large"
"2539",54,5401,1.37,"Leymus chinensis",9.35,"Large"
"2540",45,4504,6.3,"Leymus chinensis",9.35,"Large"
"2541",60,6001,14.02,"Leymus chinensis",9.35,"Large"
"2542",57,5709,31.49,"Leymus chinensis",9.35,"Large"
"2543",60,6002,9.48,"Leymus chinensis",9.35,"Large"
"2544",49,4901,0.3,"Leymus chinensis",9.35,"Large"
"2545",52,5201,107.96,"Leymus chinensis",9.35,"Large"
"2546",49,4910,76.32,"Leymus chinensis",9.35,"Large"
"2547",60,6009,17.54,"Leymus chinensis",9.35,"Large"
"2548",60,6004,39.17,"Leymus chinensis",9.35,"Large"
"2549",59,5905,4.66,"Leymus chinensis",9.35,"Large"
"2550",57,5708,3.22,"Leymus chinensis",9.35,"Large"
"2551",62,6205,111.7,"Leymus chinensis",9.35,"Large"
"2552",49,4905,1.21,"Leymus chinensis",9.35,"Large"
"2553",57,5705,16.02,"Leymus chinensis",9.35,"Large"
"2554",64,6409,122.47,"Leymus chinensis",9.35,"Large"
"2555",58,5803,0.56,"Leymus chinensis",9.35,"Large"
"2556",46,4606,12.16,"Leymus chinensis",9.35,"Large"
"2557",65,6503,201.04,"Leymus chinensis",9.35,"Large"
"2558",47,4707,2.07,"Leymus chinensis",9.35,"Large"
"2559",51,5105,49.32,"Leymus chinensis",9.35,"Large"
"2560",45,4503,29.97,"Leymus chinensis",9.35,"Large"
"2561",61,6105,8.58,"Leymus chinensis",9.35,"Large"
"2562",46,4607,135.66,"Leymus chinensis",9.35,"Large"
"2563",57,5706,17.82,"Leymus chinensis",9.35,"Large"
"2564",61,6102,7.3,"Leymus chinensis",9.35,"Large"
"2565",50,5006,55.17,"Leymus chinensis",9.35,"Large"
"2566",56,5606,14.79,"Leymus chinensis",9.35,"Large"
"2567",64,6404,253.58,"Leymus chinensis",9.35,"Large"
"2568",57,5702,59.6,"Leymus chinensis",9.35,"Large"
"2569",44,4403,70.46,"Leymus chinensis",9.35,"Large"
"2570",53,5301,28.19,"Leymus chinensis",9.35,"Large"
"2571",51,5103,142.12,"Leymus chinensis",9.35,"Large"
"2572",60,6005,8.9,"Leymus chinensis",9.35,"Large"
"2573",65,6504,138.31,"Leymus chinensis",9.35,"Large"
"2574",56,5605,16.15,"Leymus chinensis",9.35,"Large"
"2575",45,4509,11.35,"Leymus chinensis",9.35,"Large"
"2576",60,6003,8.55,"Leymus chinensis",9.35,"Large"
"2577",59,5902,14.41,"Leymus chinensis",9.35,"Large"
"2578",51,5109,129.6,"Leymus chinensis",9.35,"Large"
"2579",65,6505,11.85,"Leymus chinensis",9.35,"Large"
"2580",44,4404,55.35,"Leymus chinensis",9.35,"Large"
"2581",53,5305,56.18,"Leymus chinensis",9.35,"Large"
"2582",51,5106,151.36,"Leymus chinensis",9.35,"Large"
"2583",62,6201,9.9,"Leymus chinensis",9.35,"Large"
"2584",54,5407,10.67,"Leymus chinensis",9.35,"Large"
"2585",61,6106,7,"Leymus chinensis",9.35,"Large"
"2586",65,6509,201.15,"Leymus chinensis",9.35,"Large"
"2587",55,5507,10.58,"Leymus chinensis",9.35,"Large"
"2588",54,5408,61.35,"Leymus chinensis",9.35,"Large"
"2589",49,4902,14.44,"Leymus chinensis",9.35,"Large"
"2590",64,6408,316.43,"Leymus chinensis",9.35,"Large"
"2591",51,5101,196.58,"Leymus chinensis",9.35,"Large"
"2592",64,6407,232.4,"Leymus chinensis",9.35,"Large"
"2593",59,5906,15.12,"Leymus chinensis",9.35,"Large"
