"","SiteID","PlotID","Biomass","new.names","GS_1C_mean","G_group"
"1039",38,3802,0.73,"Bassia dasyphylla",0.75,"Small"
"1040",27,2709,3.98,"Bassia dasyphylla",0.75,"Small"
"1041",37,3704,0.4,"Bassia dasyphylla",0.75,"Small"
"1042",44,4409,0.03,"Bassia dasyphylla",0.75,"Small"
"1043",66,6601,4.52,"Bassia dasyphylla",0.75,"Small"
"1044",27,2707,0.71,"Bassia dasyphylla",0.75,"Small"
"1045",52,5201,4.77,"Bromus inermis",5.735,"Large"
"1046",61,6108,6.48,"Bromus inermis",5.735,"Large"
"1047",61,6101,42.93,"Bromus inermis",5.735,"Large"
"1048",62,6201,0.49,"Bromus inermis",5.735,"Large"
"1049",61,6106,8.74,"Bromus inermis",5.735,"Large"
"1050",1,105,0.6,"Bromus japonicus",5.705,"Large"
"1051",52,5208,1.55,"Bupleurum longiradiatum",3.05,"Large"
"1052",52,5205,4.31,"Bupleurum scorzonerifolium",0.82,"Small"
"1053",52,5208,0.23,"Bupleurum scorzonerifolium",0.82,"Small"
"1054",62,6210,0.71,"Bupleurum scorzonerifolium",0.82,"Small"
"1055",52,5210,4.94,"Bupleurum scorzonerifolium",0.82,"Small"
"1056",61,6104,1.92,"Bupleurum scorzonerifolium",0.82,"Small"
"1057",61,6105,1.42,"Bupleurum scorzonerifolium",0.82,"Small"
"1058",61,6110,0.83,"Bupleurum scorzonerifolium",0.82,"Small"
"1059",66,6601,16.87,"Calamagrostis epigejos",3.76,"Large"
"1060",27,2701,1.61,"Calligonum mongolicum",2.565,"Large"
"1061",28,2802,6.06,"Calligonum mongolicum",2.565,"Large"
"1062",27,2706,2.36,"Calligonum mongolicum",2.565,"Large"
"1063",28,2810,47.66,"Calligonum mongolicum",2.565,"Large"
"1064",28,2807,9.82,"Calligonum mongolicum",2.565,"Large"
"1065",28,2803,4.18,"Calligonum mongolicum",2.565,"Large"
"1066",38,3806,5.91,"Calligonum mongolicum",2.565,"Large"
"1067",28,2808,36.8,"Calligonum mongolicum",2.565,"Large"
"1068",28,2809,10.84,"Calligonum mongolicum",2.565,"Large"
"1069",28,2805,1.36,"Calligonum mongolicum",2.565,"Large"
"1070",27,2708,9.46,"Calligonum mongolicum",2.565,"Large"
"1071",27,2707,3.09,"Calligonum mongolicum",2.565,"Large"
"1072",27,2704,31.65,"Calligonum mongolicum",2.565,"Large"
"1073",27,2705,7.71,"Calligonum mongolicum",2.565,"Large"
"1074",27,2702,1.8112,"Calligonum mongolicum",2.565,"Large"
"1075",25,2502,0.51,"Calligonum mongolicum",2.565,"Large"
"1076",26,2607,5.5,"Calligonum mongolicum",2.565,"Large"
"1077",28,2804,3.82,"Calligonum mongolicum",2.565,"Large"
"1078",27,2710,24.18,"Calligonum mongolicum",2.565,"Large"
"1079",28,2806,21.26,"Calligonum mongolicum",2.565,"Large"
"1080",27,2703,15.4,"Calligonum mongolicum",2.565,"Large"
"1081",26,2610,4.57,"Calligonum mongolicum",2.565,"Large"
"1082",25,2507,2.52,"Calligonum mongolicum",2.565,"Large"
"1083",41,4107,1.86,"Calystegia hederacea",2.68,"Large"
"1084",38,3807,1.42,"Calystegia hederacea",2.68,"Large"
"1085",56,5602,9.51,"Calystegia hederacea",2.68,"Large"
"1086",45,4507,12.91,"Calystegia hederacea",2.68,"Large"
"1087",45,4502,36.91,"Calystegia hederacea",2.68,"Large"
"1088",44,4402,46.5,"Calystegia hederacea",2.68,"Large"
"1089",38,3805,1.86,"Calystegia hederacea",2.68,"Large"
"1090",39,3906,1.64,"Calystegia hederacea",2.68,"Large"
"1091",39,3902,9.28,"Calystegia hederacea",2.68,"Large"
"1092",39,3901,44.38,"Calystegia hederacea",2.68,"Large"
"1093",38,3806,0.79,"Calystegia hederacea",2.68,"Large"
"1094",40,4001,0.44,"Calystegia hederacea",2.68,"Large"
"1095",56,5607,0.56,"Calystegia hederacea",2.68,"Large"
"1096",38,3801,0.52,"Calystegia hederacea",2.68,"Large"
"1097",42,4201,1.07,"Calystegia sepium",0.8,"Small"
"1098",56,5606,2.51,"Calystegia sepium",0.8,"Small"
"1099",56,5601,2.37,"Calystegia sepium",0.8,"Small"
"1100",45,4501,66.84,"Calystegia sepium",0.8,"Small"
"1101",44,4401,71.28,"Calystegia sepium",0.8,"Small"
"1102",43,4306,1.96,"Calystegia sepium",0.8,"Small"
"1103",30,3006,0.32,"Calystegia sepium",0.8,"Small"
"1104",45,4506,10.37,"Calystegia sepium",0.8,"Small"
"1105",66,6603,0.3,"Cannabis sativa",0.845,"Small"
"1106",66,6604,3.8,"Cannabis sativa",0.845,"Small"
"1107",48,4804,0.09,"Cannabis sativa",0.845,"Small"
"1108",66,6610,32.16,"Cannabis sativa",0.845,"Small"
"1109",66,6601,2.5,"Cannabis sativa",0.845,"Small"
"1110",53,5302,3.1,"Caragana microphylla",1.42,"Small"
"1111",66,6608,196.39,"Caragana microphylla",1.42,"Small"
"1112",66,6602,94.05,"Caragana microphylla",1.42,"Small"
"1113",54,5402,1.53,"Caragana microphylla",1.42,"Small"
"1114",43,4310,2,"Caragana stenophylla",2.025,"Large"
"1115",54,5405,0.26,"Caragana stenophylla",2.025,"Large"
"1116",33,3303,12.52,"Caragana stenophylla",2.025,"Large"
"1117",40,4004,36.68,"Caragana stenophylla",2.025,"Large"
"1118",40,4007,2.85,"Caragana stenophylla",2.025,"Large"
"1119",40,4002,13.22,"Caragana stenophylla",2.025,"Large"
"1120",26,2606,0.53,"Caragana stenophylla",2.025,"Large"
"1121",36,3605,16.7,"Caragana stenophylla",2.025,"Large"
"1122",26,2602,4.67,"Caragana stenophylla",2.025,"Large"
"1123",36,3601,1.91,"Caragana stenophylla",2.025,"Large"
"1124",36,3603,0.51,"Caragana stenophylla",2.025,"Large"
"1125",40,4006,0.17,"Caragana stenophylla",2.025,"Large"
"1126",42,4205,9.67,"Caragana stenophylla",2.025,"Large"
"1127",37,3704,9.35,"Caragana stenophylla",2.025,"Large"
"1128",43,4305,6.52,"Caragana stenophylla",2.025,"Large"
"1129",56,5603,1.14,"Caragana stenophylla",2.025,"Large"
"1130",36,3607,0.55,"Caragana stenophylla",2.025,"Large"
"1131",54,5402,0.53,"Cardamine hirsuta",0.225,"Small"
"1132",51,5105,66.49,"Carex korshinskyi",0.345,"Small"
"1133",35,3502,0.98,"Carex korshinskyi",0.345,"Small"
"1134",4,407,1.15,"Carex korshinskyi",0.345,"Small"
"1135",40,4008,3.87,"Carex korshinskyi",0.345,"Small"
"1136",38,3803,0.51,"Carex korshinskyi",0.345,"Small"
"1137",53,5308,15.81,"Carex korshinskyi",0.345,"Small"
"1138",59,5909,0.98,"Carex korshinskyi",0.345,"Small"
"1139",40,4010,2.93,"Carex korshinskyi",0.345,"Small"
"1140",50,5002,14.72,"Carex korshinskyi",0.345,"Small"
"1141",59,5904,0.21,"Carex korshinskyi",0.345,"Small"
"1142",45,4503,0.09,"Carex korshinskyi",0.345,"Small"
"1143",54,5401,5.59,"Carex korshinskyi",0.345,"Small"
"1144",49,4902,3.01,"Carex korshinskyi",0.345,"Small"
"1145",58,5806,0.18,"Carex korshinskyi",0.345,"Small"
"1146",42,4204,13.02,"Carex korshinskyi",0.345,"Small"
"1147",53,5309,8.71,"Carex korshinskyi",0.345,"Small"
"1148",55,5510,0.57,"Carex korshinskyi",0.345,"Small"
"1149",49,4909,22.47,"Carex korshinskyi",0.345,"Small"
"1150",59,5903,0.34,"Carex korshinskyi",0.345,"Small"
"1151",62,6209,20.13,"Carex korshinskyi",0.345,"Small"
"1152",58,5804,0.13,"Carex korshinskyi",0.345,"Small"
"1153",66,6606,3.96,"Carex korshinskyi",0.345,"Small"
"1154",53,5301,0.92,"Carex korshinskyi",0.345,"Small"
"1155",62,6205,1.7,"Carex korshinskyi",0.345,"Small"
"1156",56,5603,4.44,"Carex korshinskyi",0.345,"Small"
"1157",40,4005,0.93,"Carex korshinskyi",0.345,"Small"
"1158",38,3809,1.21,"Carex korshinskyi",0.345,"Small"
"1159",48,4801,0.92,"Carex korshinskyi",0.345,"Small"
"1160",43,4303,1.66,"Carex korshinskyi",0.345,"Small"
"1161",40,4002,1.11,"Carex korshinskyi",0.345,"Small"
"1162",50,5006,22.51,"Carex korshinskyi",0.345,"Small"
"1163",52,5202,65.73,"Carex korshinskyi",0.345,"Small"
"1164",47,4708,0.29,"Carex korshinskyi",0.345,"Small"
"1165",42,4207,33.6,"Carex korshinskyi",0.345,"Small"
"1166",52,5201,0.5,"Carex korshinskyi",0.345,"Small"
"1167",43,4302,4.77,"Carex korshinskyi",0.345,"Small"
"1168",64,6409,2.59,"Carex korshinskyi",0.345,"Small"
"1169",58,5807,0.51,"Carex korshinskyi",0.345,"Small"
"1170",44,4401,1.1,"Carex korshinskyi",0.345,"Small"
"1171",53,5310,3.52,"Carex korshinskyi",0.345,"Small"
"1172",46,4605,0.93,"Carex korshinskyi",0.345,"Small"
"1173",62,6206,34.21,"Carex korshinskyi",0.345,"Small"
"1174",41,4110,0.28,"Carex korshinskyi",0.345,"Small"
"1175",65,6503,18.54,"Carex korshinskyi",0.345,"Small"
"1176",52,5203,100.75,"Carex korshinskyi",0.345,"Small"
"1177",50,5010,14.35,"Carex korshinskyi",0.345,"Small"
"1178",40,4001,0.46,"Carex korshinskyi",0.345,"Small"
"1179",51,5104,28.76,"Carex korshinskyi",0.345,"Small"
"1180",48,4807,2.3,"Carex korshinskyi",0.345,"Small"
"1181",59,5910,0.87,"Carex korshinskyi",0.345,"Small"
"1182",49,4908,31.56,"Carex korshinskyi",0.345,"Small"
"1183",51,5108,13.56,"Carex korshinskyi",0.345,"Small"
"1184",1,106,0.49,"Carex korshinskyi",0.345,"Small"
"1185",58,5805,0.12,"Carex korshinskyi",0.345,"Small"
"1186",52,5205,59.98,"Carex korshinskyi",0.345,"Small"
"1187",60,6001,5.36,"Carex korshinskyi",0.345,"Small"
"1188",58,5809,0.64,"Carex korshinskyi",0.345,"Small"
"1189",54,5406,4.34,"Carex korshinskyi",0.345,"Small"
"1190",62,6204,5.14,"Carex korshinskyi",0.345,"Small"
"1191",50,5005,14.96,"Carex korshinskyi",0.345,"Small"
"1192",53,5302,1.13,"Carex korshinskyi",0.345,"Small"
"1193",53,5303,3.89,"Carex korshinskyi",0.345,"Small"
"1194",51,5107,10.01,"Carex korshinskyi",0.345,"Small"
"1195",58,5801,1.29,"Carex korshinskyi",0.345,"Small"
"1196",40,4007,5.35,"Carex korshinskyi",0.345,"Small"
"1197",50,5003,17.25,"Carex korshinskyi",0.345,"Small"
"1198",51,5103,55.91,"Carex korshinskyi",0.345,"Small"
"1199",59,5901,1.62,"Carex korshinskyi",0.345,"Small"
"1200",42,4208,4.87,"Carex korshinskyi",0.345,"Small"
"1201",60,6004,25.77,"Carex korshinskyi",0.345,"Small"
"1202",38,3801,0.25,"Carex korshinskyi",0.345,"Small"
"1203",38,3807,1.17,"Carex korshinskyi",0.345,"Small"
"1204",51,5102,18.92,"Carex korshinskyi",0.345,"Small"
"1205",51,5101,70.44,"Carex korshinskyi",0.345,"Small"
"1206",45,4506,0.38,"Carex korshinskyi",0.345,"Small"
"1207",51,5110,18.64,"Carex korshinskyi",0.345,"Small"
"1208",46,4601,7.67,"Carex korshinskyi",0.345,"Small"
"1209",54,5403,4.12,"Carex korshinskyi",0.345,"Small"
"1210",56,5610,19.77,"Carex korshinskyi",0.345,"Small"
"1211",52,5210,45.3,"Carex korshinskyi",0.345,"Small"
"1212",54,5408,6.82,"Carex korshinskyi",0.345,"Small"
"1213",50,5008,20.46,"Carex korshinskyi",0.345,"Small"
"1214",61,6109,38.42,"Carex korshinskyi",0.345,"Small"
"1215",54,5405,0.83,"Carex korshinskyi",0.345,"Small"
"1216",59,5907,1.98,"Carex korshinskyi",0.345,"Small"
"1217",42,4202,42.68,"Carex korshinskyi",0.345,"Small"
"1218",1,110,33.22,"Carex korshinskyi",0.345,"Small"
"1219",61,6105,26.78,"Carex korshinskyi",0.345,"Small"
"1220",54,5404,2.33,"Carex korshinskyi",0.345,"Small"
"1221",49,4901,10.48,"Carex korshinskyi",0.345,"Small"
"1222",40,4006,0.04,"Carex korshinskyi",0.345,"Small"
"1223",50,5004,19.26,"Carex korshinskyi",0.345,"Small"
"1224",50,5001,15.15,"Carex korshinskyi",0.345,"Small"
"1225",56,5601,9.55,"Carex korshinskyi",0.345,"Small"
"1226",49,4903,19.75,"Carex korshinskyi",0.345,"Small"
"1227",48,4803,0.64,"Carex korshinskyi",0.345,"Small"
"1228",62,6208,5.91,"Carex korshinskyi",0.345,"Small"
"1229",56,5605,6.34,"Carex korshinskyi",0.345,"Small"
"1230",56,5609,0.32,"Carex korshinskyi",0.345,"Small"
"1231",57,5709,0.76,"Carex korshinskyi",0.345,"Small"
"1232",43,4307,3.59,"Carex korshinskyi",0.345,"Small"
"1233",45,4502,2.76,"Carex korshinskyi",0.345,"Small"
"1234",53,5306,6.87,"Carex korshinskyi",0.345,"Small"
"1235",58,5803,0.23,"Carex korshinskyi",0.345,"Small"
"1236",46,4609,2.71,"Carex korshinskyi",0.345,"Small"
"1237",57,5707,3.53,"Carex korshinskyi",0.345,"Small"
"1238",61,6108,40.56,"Carex korshinskyi",0.345,"Small"
"1239",44,4403,0.15,"Carex korshinskyi",0.345,"Small"
"1240",59,5905,0.72,"Carex korshinskyi",0.345,"Small"
"1241",46,4604,6.97,"Carex korshinskyi",0.345,"Small"
"1242",46,4603,8.84,"Carex korshinskyi",0.345,"Small"
"1243",60,6002,16.97,"Carex korshinskyi",0.345,"Small"
"1244",49,4906,17.03,"Carex korshinskyi",0.345,"Small"
"1245",43,4305,0.3,"Carex korshinskyi",0.345,"Small"
"1246",54,5402,2.64,"Carex korshinskyi",0.345,"Small"
"1247",43,4301,1.22,"Carex korshinskyi",0.345,"Small"
"1248",48,4810,3.74,"Carex korshinskyi",0.345,"Small"
"1249",46,4607,31.91,"Carex korshinskyi",0.345,"Small"
"1250",57,5706,0.12,"Carex korshinskyi",0.345,"Small"
"1251",61,6110,96.67,"Carex korshinskyi",0.345,"Small"
"1252",56,5606,5.13,"Carex korshinskyi",0.345,"Small"
"1253",4,410,0.53,"Carex korshinskyi",0.345,"Small"
"1254",35,3510,0.05,"Carex korshinskyi",0.345,"Small"
"1255",48,4806,5.13,"Carex korshinskyi",0.345,"Small"
"1256",58,5810,0.87,"Carex korshinskyi",0.345,"Small"
"1257",50,5007,3.68,"Carex korshinskyi",0.345,"Small"
"1258",59,5906,3.05,"Carex korshinskyi",0.345,"Small"
"1259",35,3508,0.22,"Carex korshinskyi",0.345,"Small"
"1260",42,4209,26.38,"Carex korshinskyi",0.345,"Small"
"1261",44,4409,0.72,"Carex korshinskyi",0.345,"Small"
"1262",61,6101,10.87,"Carex korshinskyi",0.345,"Small"
"1263",42,4201,40.51,"Carex korshinskyi",0.345,"Small"
"1264",50,5009,4.57,"Carex korshinskyi",0.345,"Small"
"1265",1,102,1.04,"Carex korshinskyi",0.345,"Small"
"1266",53,5305,10.16,"Carex korshinskyi",0.345,"Small"
"1267",60,6009,5.18,"Carex korshinskyi",0.345,"Small"
"1268",60,6008,4.23,"Carex korshinskyi",0.345,"Small"
"1269",37,3710,1.54,"Carex korshinskyi",0.345,"Small"
"1270",65,6508,17.79,"Carex korshinskyi",0.345,"Small"
"1271",4,408,1.85,"Carex korshinskyi",0.345,"Small"
"1272",61,6104,12.16,"Carex korshinskyi",0.345,"Small"
"1273",59,5908,1.34,"Carex korshinskyi",0.345,"Small"
"1274",30,3006,0.85,"Carex korshinskyi",0.345,"Small"
"1275",56,5608,11.97,"Carex korshinskyi",0.345,"Small"
"1276",51,5109,27.75,"Carex korshinskyi",0.345,"Small"
"1277",54,5410,0.89,"Carex korshinskyi",0.345,"Small"
"1278",56,5607,10.16,"Carex korshinskyi",0.345,"Small"
"1279",46,4606,6.13,"Carex korshinskyi",0.345,"Small"
"1280",49,4907,30.6,"Carex korshinskyi",0.345,"Small"
"1281",1,107,0.62,"Carex korshinskyi",0.345,"Small"
"1282",61,6103,31.73,"Carex korshinskyi",0.345,"Small"
"1283",47,4701,0.65,"Carex korshinskyi",0.345,"Small"
"1284",48,4804,0.12,"Carex korshinskyi",0.345,"Small"
"1285",52,5204,51.37,"Carex korshinskyi",0.345,"Small"
"1286",49,4904,6.74,"Carex korshinskyi",0.345,"Small"
"1287",62,6210,0.06,"Carex korshinskyi",0.345,"Small"
"1288",61,6106,21.23,"Carex korshinskyi",0.345,"Small"
"1289",56,5604,9.4,"Carex korshinskyi",0.345,"Small"
"1290",48,4808,10.89,"Carex korshinskyi",0.345,"Small"
"1291",40,4003,2.34,"Carex korshinskyi",0.345,"Small"
"1292",44,4410,0.2,"Carex korshinskyi",0.345,"Small"
"1293",57,5708,2.58,"Carex korshinskyi",0.345,"Small"
"1294",65,6505,8.63,"Carex korshinskyi",0.345,"Small"
"1295",36,3602,0.2,"Carex korshinskyi",0.345,"Small"
"1296",42,4205,41.17,"Carex korshinskyi",0.345,"Small"
"1297",46,4610,6.67,"Carex korshinskyi",0.345,"Small"
"1298",60,6003,3.67,"Carex korshinskyi",0.345,"Small"
"1299",52,5208,30.66,"Carex korshinskyi",0.345,"Small"
"1300",49,4910,8.1,"Carex korshinskyi",0.345,"Small"
"1301",56,5602,2.82,"Carex korshinskyi",0.345,"Small"
"1302",44,4406,0.66,"Carex korshinskyi",0.345,"Small"
"1303",4,406,1.57,"Carex korshinskyi",0.345,"Small"
"1304",62,6201,5.67,"Carex korshinskyi",0.345,"Small"
"1305",1,103,28.5,"Carex korshinskyi",0.345,"Small"
"1306",52,5207,61.5,"Carex korshinskyi",0.345,"Small"
"1307",42,4203,33.12,"Carex korshinskyi",0.345,"Small"
"1308",53,5307,7.83,"Carex korshinskyi",0.345,"Small"
"1309",64,6406,22.66,"Carex korshinskyi",0.345,"Small"
"1310",43,4308,0.8,"Carex korshinskyi",0.345,"Small"
"1311",38,3802,0.29,"Carex korshinskyi",0.345,"Small"
"1312",46,4602,17.69,"Carex korshinskyi",0.345,"Small"
"1313",54,5407,0.95,"Carex korshinskyi",0.345,"Small"
"1314",60,6005,30.64,"Carex korshinskyi",0.345,"Small"
"1315",47,4705,0.82,"Carex korshinskyi",0.345,"Small"
"1316",52,5209,25.65,"Carex korshinskyi",0.345,"Small"
"1317",61,6107,24.27,"Carex korshinskyi",0.345,"Small"
"1318",49,4905,3.09,"Carex korshinskyi",0.345,"Small"
"1319",60,6006,0.33,"Carex korshinskyi",0.345,"Small"
"1320",59,5902,7.85,"Carex korshinskyi",0.345,"Small"
"1321",55,5505,0.09,"Carex korshinskyi",0.345,"Small"
"1322",43,4309,0.52,"Carex korshinskyi",0.345,"Small"
"1323",44,4405,2.12,"Carex korshinskyi",0.345,"Small"
"1324",58,5808,2.95,"Carex korshinskyi",0.345,"Small"
"1325",60,6010,26.52,"Carex korshinskyi",0.345,"Small"
"1326",48,4805,5.68,"Carex korshinskyi",0.345,"Small"
"1327",53,5304,0.91,"Carex korshinskyi",0.345,"Small"
"1328",61,6102,26.43,"Carex korshinskyi",0.345,"Small"
"1329",1,109,0.3,"Carex korshinskyi",0.345,"Small"
"1330",48,4809,4.71,"Carex korshinskyi",0.345,"Small"
"1331",57,5701,1.61,"Carex korshinskyi",0.345,"Small"
"1332",54,5409,7.81,"Carex korshinskyi",0.345,"Small"
"1333",60,6007,3.44,"Carex korshinskyi",0.345,"Small"
"1334",64,6408,1.54,"Carex korshinskyi",0.345,"Small"
"1335",50,5006,7.76,"Carex pediformis",1.045,"Small"
"1336",50,5005,0.45,"Carex pediformis",1.045,"Small"
"1337",52,5206,91.5,"Carex pediformis",1.045,"Small"
"1338",52,5201,5.36,"Carex pediformis",1.045,"Small"
"1339",50,5010,0.52,"Carex pediformis",1.045,"Small"
"1340",1,105,0.09,"Carex stenocarpa",0.455,"Small"
"1341",35,3506,0.06,"Krascheninnikovia ceratoides",3.78,"Large"
"1342",30,3006,4.26,"Krascheninnikovia ceratoides",3.78,"Large"
"1343",27,2708,1.09,"Krascheninnikovia ceratoides",3.78,"Large"
"1344",30,3008,0.51,"Krascheninnikovia ceratoides",3.78,"Large"
"1345",56,5610,0.42,"Krascheninnikovia ceratoides",3.78,"Large"
"1346",38,3803,0.09,"Krascheninnikovia ceratoides",3.78,"Large"
"1347",66,6604,3.17,"Krascheninnikovia ceratoides",3.78,"Large"
"1348",25,2501,0.49,"Krascheninnikovia ceratoides",3.78,"Large"
"1349",28,2803,0.22,"Krascheninnikovia ceratoides",3.78,"Large"
"1350",26,2608,0.45,"Krascheninnikovia ceratoides",3.78,"Large"
"1351",28,2801,0.83,"Krascheninnikovia ceratoides",3.78,"Large"
"1352",30,3003,1.01,"Krascheninnikovia ceratoides",3.78,"Large"
"1353",37,3703,0.01,"Krascheninnikovia ceratoides",3.78,"Large"
"1354",54,5405,0.2,"Krascheninnikovia ceratoides",3.78,"Large"
"1355",26,2601,0.05,"Krascheninnikovia ceratoides",3.78,"Large"
"1356",25,2506,6.25,"Krascheninnikovia ceratoides",3.78,"Large"
"1357",27,2701,0.21,"Krascheninnikovia ceratoides",3.78,"Large"
"1358",39,3909,13.38,"Krascheninnikovia ceratoides",3.78,"Large"
"1359",29,2903,0.13,"Krascheninnikovia ceratoides",3.78,"Large"
"1360",31,3106,0.08,"Krascheninnikovia ceratoides",3.78,"Large"
"1361",39,3901,3.51,"Krascheninnikovia ceratoides",3.78,"Large"
"1362",34,3403,0.87,"Krascheninnikovia ceratoides",3.78,"Large"
"1363",31,3108,1.65,"Krascheninnikovia ceratoides",3.78,"Large"
"1364",31,3103,1.78,"Krascheninnikovia ceratoides",3.78,"Large"
"1365",31,3107,5.34,"Krascheninnikovia ceratoides",3.78,"Large"
"1366",53,5301,0.15,"Chamaerhodos erecta",1.245,"Small"
"1367",50,5010,0.27,"Chamaerhodos erecta",1.245,"Small"
"1368",50,5001,0.19,"Chamaerhodos erecta",1.245,"Small"
"1369",56,5605,0.1,"Chenopodium acuminatum",1.69,"Large"
"1370",43,4304,1.83,"Chenopodium acuminatum",1.69,"Large"
"1371",53,5305,0.56,"Chenopodium acuminatum",1.69,"Large"
"1372",66,6606,11.31,"Chenopodium acuminatum",1.69,"Large"
"1373",48,4805,0.64,"Chenopodium acuminatum",1.69,"Large"
"1374",55,5509,6.01,"Chenopodium acuminatum",1.69,"Large"
"1375",55,5506,0.71,"Chenopodium acuminatum",1.69,"Large"
"1376",44,4405,0.02,"Chenopodium acuminatum",1.69,"Large"
"1377",66,6601,1.11,"Chenopodium acuminatum",1.69,"Large"
"1378",46,4610,13.22,"Chenopodium acuminatum",1.69,"Large"
"1379",66,6604,4.04,"Chenopodium acuminatum",1.69,"Large"
"1380",46,4605,1.4,"Chenopodium acuminatum",1.69,"Large"
"1381",49,4905,0.72,"Chenopodium acuminatum",1.69,"Large"
"1382",43,4301,0.49,"Chenopodium acuminatum",1.69,"Large"
"1383",55,5510,0.15,"Chenopodium acuminatum",1.69,"Large"
"1384",47,4703,0.87,"Chenopodium acuminatum",1.69,"Large"
"1385",46,4608,5.41,"Chenopodium acuminatum",1.69,"Large"
"1386",45,4506,2.67,"Chenopodium acuminatum",1.69,"Large"
"1387",48,4808,0.89,"Chenopodium acuminatum",1.69,"Large"
"1388",66,6609,3.97,"Chenopodium acuminatum",1.69,"Large"
"1389",43,4310,0.05,"Chenopodium acuminatum",1.69,"Large"
"1390",59,5904,0.84,"Dysphania aristata",1.03,"Small"
"1391",46,4610,5.68,"Dysphania aristata",1.03,"Small"
"1392",48,4806,0.28,"Dysphania aristata",1.03,"Small"
"1393",50,5001,0.26,"Dysphania aristata",1.03,"Small"
"1394",58,5803,0.18,"Dysphania aristata",1.03,"Small"
"1395",59,5908,3.41,"Dysphania aristata",1.03,"Small"
"1396",46,4609,0.55,"Dysphania aristata",1.03,"Small"
"1397",60,6006,1.36,"Dysphania aristata",1.03,"Small"
"1398",56,5601,0.34,"Dysphania aristata",1.03,"Small"
"1399",47,4705,0.56,"Dysphania aristata",1.03,"Small"
"1400",46,4605,3.01,"Dysphania aristata",1.03,"Small"
"1401",56,5607,0.13,"Dysphania aristata",1.03,"Small"
"1402",59,5910,0.6,"Dysphania aristata",1.03,"Small"
"1403",46,4606,1.51,"Dysphania aristata",1.03,"Small"
"1404",60,6001,4.48,"Dysphania aristata",1.03,"Small"
"1405",57,5704,9.53,"Dysphania aristata",1.03,"Small"
"1406",46,4604,9.27,"Dysphania aristata",1.03,"Small"
"1407",58,5810,4.12,"Dysphania aristata",1.03,"Small"
"1408",58,5807,0.36,"Dysphania aristata",1.03,"Small"
"1409",45,4508,0.05,"Dysphania aristata",1.03,"Small"
"1410",48,4803,0.01,"Dysphania aristata",1.03,"Small"
"1411",43,4306,0.15,"Dysphania aristata",1.03,"Small"
"1412",51,5101,0.01,"Dysphania aristata",1.03,"Small"
"1413",53,5310,0.35,"Dysphania aristata",1.03,"Small"
"1414",44,4407,0.02,"Dysphania aristata",1.03,"Small"
"1415",59,5909,0.4,"Dysphania aristata",1.03,"Small"
"1416",53,5302,0.46,"Dysphania aristata",1.03,"Small"
"1417",59,5905,1.35,"Dysphania aristata",1.03,"Small"
"1418",60,6004,1.31,"Dysphania aristata",1.03,"Small"
"1419",50,5004,0.05,"Dysphania aristata",1.03,"Small"
"1420",50,5010,0.36,"Dysphania aristata",1.03,"Small"
"1421",47,4710,0.54,"Dysphania aristata",1.03,"Small"
"1422",57,5706,20.18,"Dysphania aristata",1.03,"Small"
"1423",53,5301,0.1,"Dysphania aristata",1.03,"Small"
"1424",56,5609,0.4,"Dysphania aristata",1.03,"Small"
"1425",59,5906,0.31,"Dysphania aristata",1.03,"Small"
"1426",45,4510,1.03,"Dysphania aristata",1.03,"Small"
"1427",50,5003,0.05,"Dysphania aristata",1.03,"Small"
"1428",45,4507,3.45,"Dysphania aristata",1.03,"Small"
"1429",56,5604,0.4,"Dysphania aristata",1.03,"Small"
"1430",47,4709,0.01,"Dysphania aristata",1.03,"Small"
"1431",56,5606,0.16,"Dysphania aristata",1.03,"Small"
"1432",48,4801,0.32,"Dysphania aristata",1.03,"Small"
"1433",59,5903,0.66,"Dysphania aristata",1.03,"Small"
"1434",45,4506,6.67,"Dysphania aristata",1.03,"Small"
"1435",60,6003,2.03,"Dysphania aristata",1.03,"Small"
"1436",58,5806,1.01,"Dysphania aristata",1.03,"Small"
"1437",46,4602,0.05,"Dysphania aristata",1.03,"Small"
"1438",60,6005,0.3,"Dysphania aristata",1.03,"Small"
"1439",48,4804,0.18,"Dysphania aristata",1.03,"Small"
"1440",41,4110,10.76,"Dysphania aristata",1.03,"Small"
"1441",43,4305,0.94,"Dysphania aristata",1.03,"Small"
"1442",57,5703,20.03,"Dysphania aristata",1.03,"Small"
"1443",57,5710,10.14,"Dysphania aristata",1.03,"Small"
"1444",58,5805,22.09,"Dysphania aristata",1.03,"Small"
"1445",57,5707,12.95,"Dysphania aristata",1.03,"Small"
"1446",58,5808,0.29,"Dysphania aristata",1.03,"Small"
"1447",54,5410,0.27,"Dysphania aristata",1.03,"Small"
"1448",58,5801,1.26,"Dysphania aristata",1.03,"Small"
"1449",47,4701,1.17,"Dysphania aristata",1.03,"Small"
"1450",60,6009,0.72,"Dysphania aristata",1.03,"Small"
"1451",57,5701,6.97,"Dysphania aristata",1.03,"Small"
"1452",60,6007,0.02,"Dysphania aristata",1.03,"Small"
"1453",60,6008,0.81,"Dysphania aristata",1.03,"Small"
"1454",58,5804,1.56,"Dysphania aristata",1.03,"Small"
"1455",45,4509,1.12,"Dysphania aristata",1.03,"Small"
"1456",43,4301,0.23,"Dysphania aristata",1.03,"Small"
"1457",57,5709,10.34,"Dysphania aristata",1.03,"Small"
