"","SiteID","Agriophyllum squarrosum","Alhagi sparsifolia","Amaranthus retroflexus","Androsace umbellata","Artemisia argyi","Artemisia capillaris","Artemisia pubescens","Artemisia scoparia","Astragalus adsurgens","Astragalus galactites","Astragalus melilotoides","Astragalus scaberrimus","Axyris amaranthoides","Bassia dasyphylla","Bassia prostrata","Bupleurum scorzonerifolium","Calystegia sepium","Cannabis sativa","Caragana microphylla","Caragana stenophylla","Cardamine hirsuta","Carex korshinskyi","Carex pediformis","Carex stenocarpa","Chamaerhodos erecta","Chenopodium acuminatum","Chenopodium glaucum","Chloris virgata","Cirsium arvense","Cleistogenes songorica","Cleistogenes squarrosa","Convolvulus ammannii","Cymbaria daurica","Cymbaria mongolica","Cynanchum thesioides","Digitaria ischaemum","Digitaria sanguinalis","Dontostemon dentatus","Dysphania aristata","Echinochloa crus-galli","Eragrostis pilosa","Erodium stephanianum","Galium verum","Gentiana scabra","Gentiana squarrosa","Geranium wilfordii","Glycyrrhiza uralensis","Gueldenstaedtia verna","Haplophyllum dauricum","Heteropappus altaicus","Ixeris polycephala","Kalimeris hispida","Lappula myosotis","Leonurus japonicus","Lepidium apetalum","Lespedeza bicolor","Lespedeza potaninii","Linaria vulgaris","Medicago falcata","Medicago ruthenica","Nepeta cataria","Nepeta tenuifolia","Nitraria tangutorum","Oxytropis aciphylla","Oxytropis alpina","Oxytropis fetissovii","Oxytropis leptophylla","Parthenocissus tricuspidata","Peganum harmala","Pennisetum glaucum","Phragmites australis","Plantago asiatica","Poa annua","Portulaca oleracea","Potentilla acaulis","Potentilla anserina","Potentilla chinensis","Potentilla multifida","Potentilla tanacetifolia","Potentilla verticillaris","Reaumuria soongarica","Rumex acetosella","Salsola collina","Salsola passerina","Sanguisorba officinalis","Saposhnikovia divaricata","Scutellaria baicalensis","Scutellaria ovata","Serratula centauroides","Setaria viridis","Sibbaldia procumbens","Sibbaldianthe bifurca","Silene conoidea","Sphallerocarpus gracilis","Stellaria media","Stellera chamaejasme","Stipa breviflora","Stipa grandis","Stipa krylovii","Stipa purpurea","Stipa sibirica","Stipa tianschanica","Suaeda glauca","Suaeda maritima","Taraxacum mongolicum","Thalictrum aquilegiifolium","Thalictrum petaloideum","Thalictrum squarrosum","Thermopsis lanceolata","Thymus mongolicus","Trachydium tianshanicum","Tribulus terrestris","Trifolium lupinaster","Urtica fissa","Veronica polita","Xanthium strumarium","Zygophyllum xanthoxylon","NA"
"31","44",0,0,0,0,0,0,0,1.54,0,0,0,0,0,0.495,12.25,0,71.28,0,0,0,0,0.825,0,0,0,0.02,3.85,0,0,0,5.13125,3.8375,0,0,0,0,0,0,0.02,0,0.17,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","45",0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,26.1571428571429,0,38.605,0,0,0,0,1.07666666666667,0,0,0,2.67,1.35,0,0,0,0.395,41.3633333333333,0,0,0,0,0,0,1.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94666666666667,0,0,0,6.67666666666667,3.376,0,0,0,59.466,2.76,0,0,0,0,0,0,2.28333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0766666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"34","47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586666666666667,0,0,0,0.87,0,0,0,0,66.6,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,3.79222222222222,0,0,0,0.765,0.045,0,0,0,12.926,0,0,14.55,0,0,0,0,1.182,0,0,0,1.56,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,2.205,0,0,0,0,0,0,1.11,0,0,0.603333333333333,0,0,1.81,0,0.715,15.0066666666667,0,0,0,0,0,0,0.32,0,28.2855555555556,0,0,23.5755555555556,0,0,0,0,1.255,0.08,0,0,0,0,0,0,0,0,0,0,23.86
"36","49",0,0,0,0,0,0,0,0.39,0,0,0,0,0.79,0,3.81,0,0,0,0,0,0,15.283,0,0,0,0.72,0,0,0,0,40.201,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0.99,0,18.4025,0,0,0,12.62,5.406,0,0,2.54125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.908,0,0,10.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","50",0,0,0,0,0,0,0,0.373333333333333,0,0,0,0,0.16,0,0,0,0,0,0,0,0,14.691,2.91,0,0.23,0,0.11,0,0,0,17.818,0.22,0,2.335,0,0,0,1.33,0.18,0,0.42,0,0.525,0,0,0,0,0.18,0,1.51,0,0.75,0,0,0,1.4375,1.245,1.31,0,1.07,0.66,0,0,0,0,0,1.015,0,0,0,0,0,4.0875,0,0,0,15.01,0,13.3757142857143,1.33,0,0,1.554,0,5.18666666666667,0,0.94,1.93,10.71,1.18,0,0,0.32,0,0,2.61,0,8.332,0,0,1.98,0,0,0,0,0.91,0,0,0,9.78875,0,0,0,0,0,0,0,0
"38","51",0,0,0.06,0,1.76333333333333,0.41,0.94,6.96,1.6,0,0,0,0,0,0,0,0,0,0,0,0,34.4977777777778,0,0,0,0,2.29,0.12,0,0,38.5366666666667,0,0,0,0,3.47,0.5,0.13,0.01,0,1.09333333333333,2.9,7.28,0,0,0.856666666666667,2.13,0,0,0,0,6.24,2.22,2.67,0.17,11.3266666666667,4.71,0,0.26,0.375,0,0,0,0,0,0,0.89,0,3.26,2.4,0,38.6616666666667,3.39,0,0,0,0.22,0,10.9,1.94,0,0,0.57,0,2.83,0,0,2.23,7.53,3.616,0,2.81,0,0,0,2.025,0,0,0,0,14.2155555555556,0,0,0,5.57,4.96,0,4.94666666666667,0.43,0,0,0,0,0,0,5.12,0,3.77333333333333
"39","52",0,0,0,0,0,0,0.11,0,4.19,0,3.18,0,0,0,0,3.16,0,0,0,0,0,49.0488888888889,48.43,0,0,0,0,0,0,0,22.79,0,0,0,0,0,0,8.14,0,0,0,9.51,3.76833333333333,4.26,0,0,0,0,0,0.17,3.41,3.135,0,0,0.28,4.17,0,0,0,1.25,0.12,0,0,0,0,0,1.955,0,0,0,0,1.28,10.3775,0,0,0,32.85,0,11.5116666666667,8.35,0,0,0,0,9.08,2.175,0,0,3.546,0,0,2.10571428571429,0,0,0,5.17,0,0,0,0,2.69,0,0,0,0,7.47,0,6.43333333333333,2.13,0,0,0,0,0,0,0,0,6.432
"40","53",0,0,0,0,0,0,0.14,5.636,0,0,0.14,0,0,0,4.385,0,0,0,3.1,0,0,5.975,0,0,0.15,0.56,0.06,0,0,0,25.197,0,0,9.955,0,0,0,0.36,0.303333333333333,0,0,0,0,0,0,0,0,0,0,0.766,0,4.27,0,0,0,0,0,0,0,0,27.79,0,0,0,0,0.73,3.404,0,0,0,0,0,1.455,0,4.11857142857143,0,5.87,0,1.96,0,0,0,0.516666666666667,0,0,0.63,0,0,12.04,0,0,0,0,0,0,0,0,12.56,0,0,1.01,0,0,0,0,0,0,6.61333333333333,0,0,0,0,0,0,0,0,0,23.1825
"41","54",0,0,0,0,0,0,0,3.57125,0.78,0,0,0,0,0,0,0,0,0,1.53,0.26,0.53,3.632,0,0,0,0,0.486666666666667,0,0,0,41.259,0,0,0.62,0,0,0,0,0.27,0,0.11,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.27,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6325,0,0,0,0,0,0,0.4,0,6.53333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.872
"42","55",0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,2.29,0.15,0,0,0,40.109,0,1.79,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.316666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358333333333333,0,0,0,0,0,3.30333333333333,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,8.23125
"43","56",0,0,0,0,0,0,0,4.47714285714286,0,0,0,0,0,0.05,0,0,2.44,0,0,1.14,0,7.99,0,0,0,0.1,1.14333333333333,0,0,0,0,2.32666666666667,0,0,0,0,0,0,0.286,0,0.59,0,0,0.34,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2125,0,0.313333333333333,0,0,0,0,0,0,0,0,4.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.795
"44","57",0,0,0,0,0,0,0,0.35,0,0,0,0,10.4625,0,0,0,0,0,0,0,0,1.72,0,0,0,0,5.405,0,0,0,27.3955555555556,0,0,0,0,0,0,0,12.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80666666666667,0,0,0,0,0,0,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.596,0,0,0,0,0,4.63142857142857,0.03,1.14,3.13333333333333,0,0,0,0,0,0,0,0,6.04666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,39.7433333333333
"45","58",0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768888888888889,0,0,0,0,0,0,0,0,29.505,0,0,0,0,0,0,0,3.57222222222222,0,0,0,0,8.83,0,0,0,0,1.21333333333333,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,26.1144444444444,0,0,0,0.12,0,0,0,1.46888888888889,0,0,0.7525,0,0,20.966,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,6.291
"46","59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896,0,0,0,0,0,0,3.16,0,45.928,0,0,0,0,0,0,0,1.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20666666666667,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.981
"47","60",0,0,0,0,0,0,1.885,14.119,0,0,0,0,0,0,0,0,0,0,0,0,0,12.211,0,0,0,0,0.873333333333333,0,2,0,22.29,0,0,0,0,0,0,0,1.64333333333333,0,0,0,1.8,0,0,0,0,0,1.07,5.538,0,4.24,0,0,0,0,0,0,0,13.21,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,5.275,0,4.39,0,4.015,1.16,0,1.09,0.57,0,0,1.165,0,0,22.757,0,0,3.32,0.37,0,0,0,0,3.99,0,0,3.83555555555556,0,0,0,0,0.325,0,2.92666666666667,0,0,0,0,0,0,0,0,0,0
"48","61",0,0,0,0,0,0,0,3.745,0.25,0,0,0,0,0,3.37,1.39,0,0,0,0,0,32.912,0,0,0,0,0.03,0,0,0,9.03,0,0,10.98,0,0,0,0,0,0,0,0,1.7525,0.6875,0,0.675,0,0,0,6.36,1.315,0,0,0,0,0,57.33,0,0,0.28,2.58,0.11,0,0,0,0,4.545,0,2.21,0,0,3.19,0.868333333333333,0,0,0,14.235,0,6.342,0.43,0,0,0,0,24.199,0.65,0,0,3.035,0,0,2.594,0,0,0,0.25,0,7.1375,0,0,3.04,0,0,0,0,5.9575,0,5.09,0,0,0,0,5.1,0,0,0,0,20.85
"49","62",0,0,0,0,0.46,0,0,0,2.225,0,0,0,0,0,0,0.71,0,0,0,0,0,10.4028571428571,0,0,0,0,9.79571428571429,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,3.24,0,0.81,0,0,0,0,1.23,0,0,0,0,0,0,0,10.6266666666667,7.68285714285714,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,6.56,0,0,0,0,0,0,8.3825,0,0,0,0,0,1.04,0,0,5.81,0,0,0,1.72,0,0,0,0,0,0,0,0,0,4.49,0,0,0
"50","64",0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,64.3333333333333,0,0,7.42,0,0,0.8,0,0,0.09,0,0.02,129.41,0.523333333333333,0,0,0,0,4.85,2.445,0,19.98,0,0,20.3825,0,0,0,6.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6033333333333,0.2,0.76,0,0,0,12.955,0,0,0,0,0,0,0,0,0,0,0,0.78,34.062,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0.82
"51","65",0,0,0,0,0,0,0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9866666666667,0,0,0,0,0,36.0916666666667,0,0,0,0,0,0,0,0,0,0,0,91.2133333333333,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.61,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,31.0328571428571,0,0,0,0,0,0,0,0,0,0,0,0,1.2875,0,3.735,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","66",0,0,0,0,0,0,0,23.56,0,0,0,0,0,2.605,0,0,0,9.69,145.22,0,0,3.96,0,0,0,5.1075,4.36,36.91,0,0,2.64,0,0,4.56,0.95,6.85,14.785,0,0,2.91,3.4275,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,12.76,4.93,0,0,2.91,0,0,0,0,0,0,0,0.63,0,0,2.47,0,0,0.33,0,0,0,0,0,0,0,0,7.34857142857143,0,0,0,0,0,0,24.01875,0,0,0,0,2.72,0,0,0,0,0,2.38,0,37.67,0,0,3.35,0,3.46,0,0,0,4.11,0,7.1,0,0,0,0
